Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
29/11/2020,Lens,Angers,1.0,3.0,A,13.0,18.0,5.0,7.0,1.0,7.0,15.0,13.0,2.0,2.0,0.0,0.0
29/11/2020,Lorient,Montpellier,0.0,1.0,A,8.0,16.0,2.0,3.0,2.0,4.0,13.0,14.0,2.0,1.0,0.0,0.0
29/11/2020,Metz,Brest,0.0,2.0,A,15.0,10.0,6.0,3.0,10.0,5.0,11.0,10.0,2.0,1.0,0.0,0.0
29/11/2020,Monaco,Nimes,3.0,0.0,H,18.0,6.0,5.0,2.0,8.0,3.0,16.0,9.0,1.0,1.0,0.0,1.0
29/11/2020,Nice,Dijon,1.0,3.0,A,24.0,9.0,7.0,4.0,11.0,1.0,7.0,21.0,3.0,3.0,0.0,0.0
29/11/2020,St Etienne,Lille,1.0,1.0,D,7.0,9.0,5.0,2.0,3.0,3.0,15.0,13.0,4.0,1.0,0.0,0.0
04/12/2020,Nimes,Marseille,0.0,2.0,A,7.0,17.0,0.0,4.0,1.0,8.0,11.0,18.0,3.0,4.0,1.0,1.0
05/12/2020,Rennes,Lens,0.0,2.0,A,10.0,6.0,4.0,4.0,8.0,3.0,18.0,16.0,1.0,3.0,0.0,0.0
05/12/2020,Montpellier,Paris SG,1.0,3.0,A,17.0,13.0,2.0,6.0,3.0,3.0,12.0,14.0,1.0,3.0,0.0,0.0
06/12/2020,Lille,Monaco,2.0,1.0,H,10.0,8.0,5.0,3.0,1.0,3.0,12.0,11.0,3.0,0.0,0.0,0.0
06/12/2020,Angers,Lorient,2.0,0.0,H,10.0,12.0,3.0,3.0,2.0,12.0,13.0,11.0,3.0,0.0,0.0,0.0
06/12/2020,Bordeaux,Brest,1.0,0.0,H,21.0,8.0,6.0,3.0,8.0,2.0,10.0,11.0,0.0,3.0,0.0,0.0
06/12/2020,Dijon,St Etienne,0.0,0.0,D,6.0,7.0,1.0,2.0,7.0,4.0,15.0,13.0,0.0,1.0,0.0,0.0
06/12/2020,Nantes,Strasbourg,0.0,4.0,A,14.0,13.0,2.0,9.0,7.0,3.0,13.0,13.0,3.0,2.0,0.0,0.0
06/12/2020,Reims,Nice,0.0,0.0,D,11.0,12.0,2.0,4.0,6.0,6.0,12.0,13.0,1.0,2.0,0.0,0.0
06/12/2020,Metz,Lyon,1.0,3.0,A,12.0,18.0,5.0,5.0,5.0,6.0,14.0,14.0,1.0,0.0,1.0,1.0
11/12/2020,St Etienne,Angers,0.0,0.0,D,14.0,8.0,3.0,3.0,5.0,6.0,16.0,15.0,3.0,3.0,0.0,0.0
12/12/2020,Marseille,Monaco,2.0,1.0,H,5.0,9.0,2.0,4.0,1.0,3.0,22.0,10.0,3.0,2.0,0.0,0.0
12/12/2020,Lens,Montpellier,2.0,3.0,A,14.0,10.0,4.0,7.0,6.0,4.0,11.0,14.0,1.0,1.0,0.0,0.0
13/12/2020,Nice,Rennes,0.0,1.0,A,11.0,16.0,3.0,6.0,3.0,6.0,16.0,10.0,2.0,1.0,0.0,0.0
13/12/2020,Brest,Reims,2.0,1.0,H,10.0,10.0,6.0,4.0,3.0,4.0,12.0,11.0,1.0,1.0,0.0,0.0
13/12/2020,Lorient,Nimes,3.0,0.0,H,13.0,6.0,5.0,2.0,2.0,3.0,18.0,7.0,2.0,0.0,0.0,0.0
13/12/2020,Nantes,Dijon,1.0,1.0,D,17.0,13.0,6.0,4.0,4.0,4.0,11.0,16.0,2.0,2.0,0.0,0.0
13/12/2020,Strasbourg,Metz,2.0,2.0,D,18.0,6.0,4.0,3.0,5.0,4.0,11.0,16.0,3.0,4.0,0.0,0.0
13/12/2020,Lille,Bordeaux,2.0,1.0,H,15.0,4.0,5.0,3.0,8.0,3.0,14.0,10.0,0.0,2.0,0.0,0.0
13/12/2020,Paris SG,Lyon,0.0,1.0,A,7.0,8.0,1.0,5.0,5.0,5.0,11.0,17.0,4.0,1.0,0.0,1.0
16/12/2020,Angers,Strasbourg,0.0,2.0,A,8.0,7.0,2.0,3.0,6.0,2.0,9.0,11.0,1.0,2.0,0.0,0.0
16/12/2020,Dijon,Lille,0.0,2.0,A,6.0,10.0,1.0,5.0,5.0,4.0,21.0,8.0,0.0,0.0,0.0,0.0
16/12/2020,Montpellier,Metz,0.0,2.0,A,14.0,9.0,3.0,5.0,10.0,2.0,11.0,9.0,3.0,3.0,0.0,0.0
16/12/2020,Nimes,Nice,0.0,2.0,A,15.0,14.0,4.0,6.0,4.0,5.0,8.0,10.0,1.0,2.0,0.0,1.0
16/12/2020,Reims,Nantes,3.0,2.0,H,13.0,18.0,4.0,7.0,3.0,6.0,13.0,13.0,2.0,2.0,0.0,0.0
16/12/2020,Bordeaux,St Etienne,1.0,2.0,A,11.0,19.0,3.0,8.0,3.0,4.0,12.0,14.0,3.0,2.0,0.0,0.0
16/12/2020,Lyon,Brest,2.0,2.0,D,28.0,8.0,11.0,2.0,12.0,3.0,13.0,5.0,3.0,0.0,0.0,1.0
16/12/2020,Monaco,Lens,0.0,3.0,A,7.0,8.0,1.0,4.0,3.0,3.0,8.0,17.0,2.0,4.0,1.0,0.0
16/12/2020,Paris SG,Lorient,2.0,0.0,H,24.0,8.0,8.0,3.0,9.0,2.0,19.0,9.0,3.0,0.0,0.0,1.0
16/12/2020,Rennes,Marseille,2.0,1.0,H,15.0,8.0,5.0,1.0,9.0,1.0,19.0,15.0,1.0,4.0,0.0,1.0
19/12/2020,Metz,Lens,2.0,0.0,H,12.0,17.0,4.0,3.0,8.0,4.0,17.0,8.0,1.0,1.0,0.0,0.0
19/12/2020,Marseille,Reims,1.0,1.0,D,12.0,2.0,6.0,1.0,7.0,3.0,11.0,10.0,1.0,3.0,0.0,0.0
19/12/2020,Nice,Lyon,1.0,4.0,A,8.0,13.0,1.0,9.0,8.0,2.0,17.0,9.0,1.0,1.0,0.0,0.0
20/12/2020,Brest,Montpellier,2.0,2.0,D,17.0,10.0,7.0,4.0,6.0,4.0,14.0,15.0,2.0,1.0,0.0,0.0
20/12/2020,Dijon,Monaco,0.0,1.0,A,11.0,13.0,1.0,6.0,2.0,6.0,13.0,14.0,2.0,1.0,0.0,0.0
20/12/2020,Nantes,Angers,1.0,1.0,D,9.0,12.0,2.0,6.0,5.0,6.0,16.0,13.0,3.0,0.0,0.0,0.0
20/12/2020,St Etienne,Nimes,2.0,2.0,D,18.0,9.0,9.0,4.0,6.0,3.0,15.0,9.0,2.0,3.0,0.0,0.0
20/12/2020,Strasbourg,Bordeaux,0.0,2.0,A,10.0,11.0,3.0,6.0,5.0,3.0,15.0,12.0,2.0,1.0,0.0,0.0
20/12/2020,Lorient,Rennes,0.0,3.0,A,11.0,15.0,2.0,4.0,1.0,2.0,19.0,9.0,1.0,2.0,0.0,0.0
20/12/2020,Lille,Paris SG,0.0,0.0,D,8.0,8.0,3.0,1.0,4.0,5.0,12.0,11.0,0.0,2.0,0.0,0.0
23/12/2020,Bordeaux,Reims,1.0,3.0,A,9.0,10.0,3.0,5.0,5.0,5.0,11.0,12.0,3.0,1.0,0.0,0.0
23/12/2020,Lens,Brest,2.0,1.0,H,11.0,10.0,4.0,3.0,3.0,6.0,13.0,13.0,0.0,2.0,0.0,0.0
23/12/2020,Nice,Lorient,2.0,2.0,D,3.0,24.0,3.0,6.0,0.0,10.0,11.0,13.0,3.0,4.0,1.0,0.0
23/12/2020,Nimes,Dijon,1.0,3.0,A,8.0,14.0,1.0,4.0,7.0,3.0,10.0,11.0,2.0,2.0,1.0,0.0
23/12/2020,Rennes,Metz,1.0,0.0,H,11.0,9.0,6.0,4.0,6.0,5.0,14.0,18.0,1.0,1.0,0.0,0.0
23/12/2020,Angers,Marseille,2.0,1.0,H,9.0,9.0,2.0,3.0,2.0,8.0,14.0,14.0,2.0,4.0,0.0,0.0
23/12/2020,Lyon,Nantes,3.0,0.0,H,22.0,18.0,11.0,4.0,9.0,7.0,11.0,13.0,1.0,3.0,0.0,0.0
23/12/2020,Monaco,St Etienne,2.0,2.0,D,2.0,18.0,2.0,6.0,0.0,10.0,12.0,13.0,3.0,2.0,1.0,0.0
23/12/2020,Montpellier,Lille,2.0,3.0,A,17.0,9.0,6.0,7.0,6.0,4.0,13.0,11.0,3.0,2.0,0.0,0.0
23/12/2020,Paris SG,Strasbourg,4.0,0.0,H,17.0,8.0,8.0,2.0,5.0,5.0,7.0,9.0,0.0,0.0,0.0,0.0
06/01/2021,Brest,Nice,2.0,0.0,H,10.0,12.0,6.0,6.0,6.0,6.0,12.0,8.0,2.0,3.0,0.0,0.0
06/01/2021,Lorient,Monaco,2.0,5.0,A,11.0,16.0,5.0,9.0,5.0,8.0,9.0,9.0,1.0,3.0,1.0,0.0
06/01/2021,Metz,Bordeaux,0.0,0.0,D,9.0,12.0,3.0,3.0,3.0,2.0,10.0,20.0,1.0,2.0,0.0,0.0
06/01/2021,Nantes,Rennes,0.0,0.0,D,7.0,8.0,2.0,0.0,6.0,3.0,13.0,13.0,2.0,2.0,0.0,0.0
06/01/2021,Strasbourg,Nimes,5.0,0.0,H,21.0,6.0,12.0,2.0,10.0,5.0,12.0,6.0,1.0,2.0,0.0,0.0
06/01/2021,Lille,Angers,1.0,2.0,A,7.0,7.0,2.0,3.0,8.0,6.0,12.0,10.0,3.0,1.0,0.0,0.0
06/01/2021,Lyon,Lens,3.0,2.0,H,11.0,10.0,6.0,2.0,7.0,4.0,7.0,10.0,1.0,2.0,0.0,0.0
06/01/2021,Marseille,Montpellier,3.0,1.0,H,18.0,13.0,8.0,5.0,5.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0
06/01/2021,Reims,Dijon,0.0,0.0,D,9.0,8.0,3.0,0.0,7.0,5.0,13.0,8.0,2.0,3.0,0.0,0.0
06/01/2021,St Etienne,Paris SG,1.0,1.0,D,11.0,10.0,5.0,4.0,9.0,10.0,13.0,12.0,1.0,1.0,0.0,0.0
09/01/2021,Bordeaux,Lorient,2.0,1.0,H,16.0,12.0,6.0,4.0,5.0,3.0,10.0,10.0,2.0,0.0,0.0,0.0
09/01/2021,Dijon,Marseille,0.0,0.0,D,5.0,11.0,0.0,4.0,0.0,6.0,13.0,13.0,3.0,2.0,0.0,0.0
09/01/2021,Lens,Strasbourg,0.0,1.0,A,11.0,10.0,2.0,4.0,4.0,4.0,16.0,15.0,1.0,1.0,0.0,0.0
09/01/2021,Metz,Nice,1.0,1.0,D,16.0,11.0,5.0,4.0,5.0,2.0,19.0,8.0,2.0,2.0,0.0,0.0
09/01/2021,Monaco,Angers,3.0,0.0,H,14.0,6.0,5.0,2.0,5.0,2.0,9.0,10.0,2.0,0.0,0.0,0.0
09/01/2021,Montpellier,Nantes,1.0,1.0,D,8.0,12.0,6.0,3.0,1.0,8.0,18.0,11.0,5.0,0.0,0.0,0.0
09/01/2021,Nimes,Lille,0.0,1.0,A,7.0,10.0,0.0,2.0,2.0,3.0,12.0,13.0,0.0,3.0,0.0,0.0
09/01/2021,Paris SG,Brest,3.0,0.0,H,22.0,12.0,11.0,2.0,7.0,4.0,7.0,13.0,1.0,1.0,0.0,0.0
09/01/2021,Reims,St Etienne,3.0,1.0,H,7.0,14.0,3.0,6.0,0.0,3.0,19.0,17.0,2.0,4.0,0.0,0.0
09/01/2021,Rennes,Lyon,2.0,2.0,D,14.0,13.0,6.0,4.0,2.0,5.0,12.0,16.0,1.0,2.0,0.0,0.0
15/01/2021,Montpellier,Monaco,2.0,3.0,A,9.0,16.0,3.0,5.0,5.0,6.0,17.0,12.0,2.0,3.0,0.0,0.0
16/01/2021,Marseille,Nimes,1.0,2.0,A,14.0,8.0,6.0,5.0,7.0,3.0,13.0,6.0,2.0,2.0,0.0,0.0
16/01/2021,Angers,Paris SG,0.0,1.0,A,11.0,12.0,4.0,3.0,5.0,7.0,11.0,13.0,0.0,2.0,0.0,0.0
17/01/2021,Brest,Rennes,1.0,2.0,A,14.0,7.0,4.0,4.0,3.0,3.0,9.0,8.0,1.0,1.0,0.0,0.0
17/01/2021,Nantes,Lens,1.0,1.0,D,10.0,8.0,2.0,1.0,2.0,4.0,14.0,19.0,3.0,3.0,0.0,0.0
17/01/2021,Nice,Bordeaux,0.0,3.0,A,10.0,17.0,1.0,9.0,3.0,10.0,8.0,7.0,0.0,1.0,0.0,0.0
17/01/2021,Strasbourg,St Etienne,1.0,0.0,H,15.0,8.0,3.0,3.0,7.0,3.0,23.0,9.0,2.0,2.0,0.0,0.0
17/01/2021,Lille,Reims,2.0,1.0,H,16.0,8.0,8.0,4.0,3.0,5.0,13.0,11.0,2.0,1.0,0.0,0.0
17/01/2021,Lyon,Metz,0.0,1.0,A,23.0,17.0,5.0,3.0,9.0,2.0,14.0,11.0,1.0,3.0,0.0,0.0
20/01/2021,Marseille,Lens,0.0,1.0,A,4.0,13.0,1.0,4.0,3.0,9.0,13.0,11.0,5.0,3.0,0.0,0.0
22/01/2021,Paris SG,Montpellier,4.0,0.0,H,26.0,5.0,8.0,1.0,7.0,1.0,16.0,12.0,2.0,1.0,0.0,1.0
23/01/2021,Lens,Nice,0.0,1.0,A,13.0,7.0,3.0,2.0,6.0,2.0,9.0,14.0,2.0,1.0,0.0,0.0
23/01/2021,Monaco,Marseille,3.0,1.0,H,8.0,5.0,6.0,1.0,5.0,4.0,18.0,21.0,3.0,5.0,0.0,0.0
24/01/2021,Bordeaux,Angers,2.0,1.0,H,7.0,15.0,3.0,7.0,3.0,4.0,11.0,20.0,1.0,2.0,0.0,0.0
24/01/2021,Dijon,Strasbourg,1.0,1.0,D,5.0,15.0,3.0,2.0,3.0,4.0,14.0,9.0,1.0,0.0,0.0,0.0
24/01/2021,Metz,Nantes,2.0,0.0,H,14.0,8.0,4.0,0.0,4.0,6.0,15.0,15.0,3.0,1.0,0.0,0.0
24/01/2021,Reims,Brest,1.0,0.0,H,12.0,17.0,2.0,1.0,2.0,4.0,16.0,11.0,3.0,0.0,0.0,0.0
24/01/2021,Rennes,Lille,0.0,1.0,A,11.0,9.0,2.0,4.0,2.0,2.0,12.0,15.0,2.0,2.0,0.0,0.0
24/01/2021,St Etienne,Lyon,0.0,5.0,A,3.0,19.0,0.0,12.0,1.0,8.0,13.0,9.0,3.0,1.0,0.0,0.0
27/01/2021,Lorient,Dijon,3.0,2.0,H,14.0,7.0,5.0,2.0,9.0,6.0,13.0,17.0,2.0,3.0,0.0,0.0
29/01/2021,Lyon,Bordeaux,2.0,1.0,H,10.0,12.0,4.0,2.0,7.0,9.0,17.0,6.0,1.0,2.0,0.0,0.0
30/01/2021,Montpellier,Lens,1.0,2.0,A,17.0,11.0,7.0,2.0,12.0,3.0,15.0,17.0,4.0,4.0,0.0,0.0
31/01/2021,Nice,St Etienne,0.0,1.0,A,7.0,10.0,2.0,1.0,4.0,10.0,11.0,11.0,2.0,2.0,0.0,0.0
31/01/2021,Angers,Nimes,3.0,1.0,H,12.0,8.0,5.0,4.0,4.0,8.0,9.0,7.0,1.0,3.0,0.0,0.0
31/01/2021,Brest,Metz,2.0,4.0,A,10.0,15.0,5.0,6.0,4.0,1.0,13.0,14.0,1.0,3.0,0.0,0.0
31/01/2021,Lorient,Paris SG,3.0,2.0,H,16.0,14.0,5.0,3.0,7.0,9.0,15.0,9.0,4.0,2.0,0.0,0.0
31/01/2021,Strasbourg,Reims,0.0,1.0,A,12.0,10.0,2.0,5.0,4.0,3.0,17.0,8.0,1.0,2.0,0.0,0.0
31/01/2021,Lille,Dijon,1.0,0.0,H,14.0,11.0,2.0,3.0,5.0,2.0,12.0,7.0,2.0,2.0,0.0,0.0
31/01/2021,Nantes,Monaco,1.0,2.0,A,9.0,14.0,3.0,5.0,2.0,8.0,11.0,14.0,4.0,3.0,1.0,0.0
03/02/2021,Bordeaux,Lille,0.0,3.0,A,10.0,11.0,4.0,6.0,1.0,2.0,8.0,17.0,1.0,2.0,0.0,0.0
03/02/2021,Metz,Montpellier,1.0,1.0,D,17.0,15.0,6.0,4.0,8.0,7.0,15.0,15.0,6.0,1.0,0.0,0.0
03/02/2021,Reims,Angers,0.0,0.0,D,10.0,6.0,2.0,2.0,4.0,5.0,6.0,8.0,2.0,1.0,0.0,0.0
03/02/2021,Rennes,Lorient,1.0,1.0,D,10.0,12.0,6.0,3.0,5.0,3.0,17.0,6.0,2.0,1.0,0.0,0.0
03/02/2021,Strasbourg,Brest,2.0,2.0,D,9.0,3.0,4.0,2.0,3.0,3.0,12.0,14.0,2.0,0.0,0.0,0.0
03/02/2021,Dijon,Lyon,0.0,1.0,A,14.0,16.0,2.0,8.0,1.0,6.0,15.0,12.0,2.0,0.0,0.0,0.0
03/02/2021,Lens,Marseille,2.0,2.0,D,21.0,11.0,3.0,4.0,8.0,4.0,18.0,14.0,4.0,2.0,0.0,0.0
03/02/2021,Monaco,Nice,2.0,1.0,H,15.0,5.0,6.0,2.0,6.0,2.0,16.0,19.0,0.0,4.0,0.0,0.0
03/02/2021,Paris SG,Nimes,3.0,0.0,H,14.0,19.0,6.0,6.0,4.0,7.0,13.0,11.0,0.0,1.0,0.0,0.0
03/02/2021,St Etienne,Nantes,1.0,1.0,D,14.0,13.0,8.0,6.0,5.0,5.0,15.0,19.0,3.0,1.0,0.0,0.0
06/02/2021,Lorient,Reims,1.0,0.0,H,10.0,13.0,4.0,3.0,2.0,5.0,12.0,12.0,0.0,4.0,0.0,0.0
06/02/2021,Lyon,Strasbourg,3.0,0.0,H,16.0,8.0,8.0,1.0,6.0,2.0,7.0,10.0,2.0,2.0,0.0,1.0
06/02/2021,Lens,Rennes,0.0,0.0,D,10.0,10.0,3.0,1.0,6.0,4.0,13.0,11.0,2.0,4.0,0.0,0.0
07/02/2021,Brest,Bordeaux,2.0,1.0,H,24.0,8.0,6.0,4.0,6.0,4.0,11.0,15.0,1.0,3.0,0.0,0.0
07/02/2021,Montpellier,Dijon,4.0,2.0,H,25.0,13.0,11.0,5.0,9.0,4.0,12.0,14.0,3.0,3.0,0.0,1.0
07/02/2021,Nice,Angers,3.0,0.0,H,11.0,10.0,2.0,3.0,5.0,9.0,11.0,9.0,2.0,1.0,0.0,0.0
07/02/2021,Nimes,Monaco,3.0,4.0,A,9.0,11.0,4.0,5.0,5.0,6.0,12.0,16.0,2.0,2.0,0.0,0.0
07/02/2021,St Etienne,Metz,1.0,0.0,H,12.0,10.0,3.0,0.0,8.0,2.0,9.0,9.0,2.0,2.0,0.0,0.0
07/02/2021,Nantes,Lille,0.0,2.0,A,6.0,14.0,1.0,3.0,4.0,2.0,13.0,13.0,3.0,0.0,0.0,0.0
07/02/2021,Marseille,Paris SG,0.0,2.0,A,12.0,9.0,4.0,2.0,7.0,1.0,12.0,12.0,1.0,2.0,1.0,0.0
13/02/2021,Paris SG,Nice,2.0,1.0,H,17.0,13.0,4.0,5.0,4.0,1.0,12.0,6.0,2.0,0.0,0.0,0.0
13/02/2021,Reims,Lens,1.0,1.0,D,9.0,17.0,6.0,6.0,4.0,6.0,9.0,7.0,2.0,0.0,0.0,0.0
13/02/2021,Lyon,Montpellier,1.0,2.0,A,24.0,12.0,8.0,5.0,6.0,1.0,9.0,12.0,0.0,1.0,0.0,0.0
14/02/2021,Monaco,Lorient,2.0,2.0,D,12.0,5.0,4.0,2.0,7.0,1.0,13.0,13.0,3.0,3.0,0.0,0.0
14/02/2021,Angers,Nantes,1.0,3.0,A,8.0,7.0,3.0,3.0,7.0,2.0,18.0,21.0,2.0,3.0,0.0,0.0
14/02/2021,Dijon,Nimes,0.0,2.0,A,10.0,8.0,3.0,4.0,3.0,0.0,17.0,13.0,4.0,1.0,1.0,0.0
14/02/2021,Metz,Strasbourg,1.0,2.0,A,14.0,12.0,3.0,2.0,7.0,7.0,13.0,12.0,2.0,1.0,0.0,0.0
14/02/2021,Rennes,St Etienne,0.0,2.0,A,13.0,6.0,2.0,3.0,7.0,1.0,18.0,16.0,5.0,2.0,0.0,0.0
14/02/2021,Lille,Brest,0.0,0.0,D,14.0,3.0,0.0,1.0,9.0,3.0,16.0,15.0,2.0,1.0,0.0,0.0
14/02/2021,Bordeaux,Marseille,0.0,0.0,D,18.0,5.0,1.0,1.0,6.0,5.0,13.0,17.0,1.0,1.0,0.0,2.0
17/02/2021,Marseille,Nice,3.0,2.0,H,8.0,10.0,4.0,4.0,5.0,3.0,10.0,13.0,2.0,1.0,0.0,0.0
19/02/2021,Brest,Lyon,2.0,3.0,A,19.0,17.0,7.0,7.0,11.0,7.0,9.0,12.0,2.0,2.0,0.0,0.0
20/02/2021,St Etienne,Reims,1.0,1.0,D,18.0,4.0,8.0,2.0,1.0,2.0,10.0,11.0,0.0,2.0,0.0,0.0
20/02/2021,Nantes,Marseille,1.0,1.0,D,6.0,7.0,1.0,3.0,2.0,1.0,11.0,15.0,4.0,1.0,0.0,1.0
21/02/2021,Montpellier,Rennes,2.0,1.0,H,12.0,14.0,7.0,5.0,3.0,6.0,10.0,12.0,1.0,2.0,0.0,0.0
21/02/2021,Lens,Dijon,2.0,1.0,H,11.0,12.0,4.0,4.0,5.0,4.0,13.0,12.0,3.0,0.0,0.0,1.0
21/02/2021,Nice,Metz,1.0,2.0,A,12.0,11.0,3.0,4.0,3.0,3.0,16.0,12.0,1.0,1.0,0.0,0.0
21/02/2021,Nimes,Bordeaux,2.0,0.0,H,8.0,11.0,3.0,4.0,6.0,7.0,10.0,12.0,0.0,3.0,0.0,1.0
21/02/2021,Strasbourg,Angers,0.0,0.0,D,16.0,7.0,2.0,3.0,5.0,4.0,23.0,10.0,2.0,1.0,0.0,0.0
21/02/2021,Lorient,Lille,1.0,4.0,A,8.0,16.0,3.0,7.0,1.0,5.0,9.0,10.0,2.0,0.0,0.0,0.0
21/02/2021,Paris SG,Monaco,0.0,2.0,A,10.0,5.0,1.0,3.0,3.0,2.0,12.0,10.0,4.0,1.0,0.0,0.0
24/02/2021,Nimes,Lorient,1.0,0.0,H,7.0,11.0,2.0,3.0,4.0,7.0,10.0,14.0,2.0,4.0,0.0,0.0
26/02/2021,Rennes,Nice,1.0,2.0,A,17.0,14.0,5.0,7.0,6.0,1.0,17.0,18.0,0.0,2.0,0.0,0.0
27/02/2021,Bordeaux,Metz,1.0,2.0,A,8.0,15.0,1.0,5.0,1.0,10.0,18.0,12.0,1.0,2.0,0.0,0.0
27/02/2021,Dijon,Paris SG,0.0,4.0,A,5.0,7.0,1.0,5.0,2.0,4.0,10.0,9.0,2.0,1.0,0.0,0.0
28/02/2021,Monaco,Brest,2.0,0.0,H,15.0,7.0,9.0,1.0,4.0,2.0,14.0,6.0,2.0,0.0,0.0,0.0
28/02/2021,Angers,Lens,2.0,2.0,D,6.0,14.0,3.0,4.0,6.0,11.0,13.0,16.0,0.0,0.0,0.0,0.0
28/02/2021,Lorient,St Etienne,2.0,1.0,H,11.0,9.0,3.0,2.0,5.0,3.0,12.0,15.0,1.0,3.0,0.0,0.0
28/02/2021,Nimes,Nantes,1.0,1.0,D,8.0,8.0,4.0,1.0,1.0,8.0,16.0,25.0,2.0,1.0,1.0,0.0
28/02/2021,Reims,Montpellier,0.0,0.0,D,9.0,9.0,2.0,3.0,5.0,1.0,9.0,10.0,1.0,1.0,0.0,0.0
28/02/2021,Lille,Strasbourg,1.0,1.0,D,14.0,10.0,5.0,3.0,9.0,2.0,10.0,14.0,0.0,2.0,0.0,0.0
28/02/2021,Marseille,Lyon,1.0,1.0,D,12.0,11.0,2.0,1.0,7.0,2.0,13.0,11.0,4.0,4.0,0.0,1.0
03/03/2021,Brest,Dijon,3.0,1.0,H,10.0,10.0,3.0,2.0,3.0,5.0,17.0,13.0,3.0,1.0,0.0,0.0
03/03/2021,Lyon,Rennes,1.0,0.0,H,15.0,12.0,7.0,1.0,6.0,4.0,12.0,15.0,1.0,3.0,0.0,0.0
03/03/2021,Metz,Angers,0.0,1.0,A,15.0,8.0,1.0,4.0,6.0,1.0,18.0,9.0,2.0,2.0,1.0,0.0
03/03/2021,Nice,Nimes,2.0,1.0,H,10.0,22.0,4.0,7.0,0.0,6.0,14.0,8.0,3.0,3.0,0.0,0.0
03/03/2021,St Etienne,Lens,2.0,3.0,A,19.0,9.0,4.0,5.0,13.0,3.0,13.0,12.0,3.0,2.0,0.0,0.0
03/03/2021,Bordeaux,Paris SG,0.0,1.0,A,11.0,12.0,2.0,3.0,8.0,1.0,8.0,15.0,3.0,3.0,0.0,0.0
03/03/2021,Lille,Marseille,2.0,0.0,H,23.0,3.0,8.0,1.0,11.0,1.0,12.0,7.0,0.0,1.0,0.0,0.0
03/03/2021,Montpellier,Lorient,1.0,1.0,D,10.0,14.0,4.0,6.0,5.0,3.0,17.0,15.0,2.0,3.0,0.0,0.0
03/03/2021,Nantes,Reims,1.0,2.0,A,12.0,4.0,5.0,2.0,6.0,3.0,10.0,15.0,0.0,5.0,0.0,0.0
03/03/2021,Strasbourg,Monaco,1.0,0.0,H,17.0,5.0,2.0,1.0,5.0,7.0,10.0,12.0,3.0,0.0,0.0,0.0
10/03/2021,Marseille,Rennes,1.0,0.0,H,9.0,10.0,2.0,2.0,3.0,4.0,15.0,19.0,2.0,4.0,0.0,0.0
12/03/2021,Reims,Lyon,1.0,1.0,D,14.0,17.0,5.0,6.0,2.0,5.0,11.0,12.0,3.0,1.0,0.0,0.0
13/03/2021,Angers,St Etienne,0.0,1.0,A,4.0,7.0,1.0,3.0,6.0,3.0,8.0,14.0,1.0,2.0,0.0,0.0
13/03/2021,Marseille,Brest,3.0,1.0,H,12.0,6.0,6.0,1.0,3.0,6.0,15.0,12.0,3.0,1.0,0.0,0.0
14/03/2021,Nimes,Montpellier,1.0,1.0,D,12.0,12.0,7.0,5.0,5.0,7.0,11.0,19.0,2.0,0.0,0.0,0.0
14/03/2021,Dijon,Bordeaux,1.0,3.0,A,13.0,10.0,3.0,6.0,5.0,6.0,15.0,7.0,5.0,1.0,0.0,0.0
14/03/2021,Lens,Metz,2.0,2.0,D,16.0,7.0,6.0,4.0,6.0,1.0,17.0,8.0,4.0,3.0,0.0,0.0
14/03/2021,Lorient,Nice,1.0,1.0,D,17.0,6.0,7.0,2.0,5.0,2.0,2.0,12.0,2.0,2.0,0.0,0.0
14/03/2021,Rennes,Strasbourg,1.0,0.0,H,11.0,6.0,2.0,1.0,6.0,3.0,13.0,13.0,0.0,2.0,0.0,0.0
14/03/2021,Monaco,Lille,0.0,0.0,D,8.0,5.0,4.0,2.0,6.0,2.0,11.0,11.0,3.0,3.0,0.0,0.0
14/03/2021,Paris SG,Nantes,1.0,2.0,A,11.0,8.0,5.0,5.0,9.0,1.0,14.0,15.0,2.0,2.0,0.0,0.0
19/03/2021,St Etienne,Monaco,0.0,4.0,A,9.0,15.0,3.0,4.0,2.0,6.0,7.0,11.0,1.0,2.0,0.0,0.0
20/03/2021,Metz,Rennes,1.0,3.0,A,14.0,9.0,2.0,5.0,4.0,3.0,11.0,12.0,0.0,2.0,0.0,1.0
20/03/2021,Nice,Marseille,3.0,0.0,H,17.0,7.0,7.0,2.0,7.0,5.0,11.0,16.0,1.0,1.0,0.0,0.0
21/03/2021,Strasbourg,Lens,1.0,2.0,A,17.0,12.0,5.0,4.0,12.0,7.0,9.0,10.0,2.0,5.0,0.0,0.0
21/03/2021,Brest,Angers,0.0,0.0,D,11.0,15.0,2.0,5.0,3.0,6.0,17.0,11.0,1.0,3.0,0.0,0.0
21/03/2021,Dijon,Reims,0.0,1.0,A,10.0,9.0,4.0,2.0,2.0,3.0,10.0,10.0,3.0,0.0,0.0,0.0
21/03/2021,Montpellier,Bordeaux,3.0,1.0,H,23.0,13.0,9.0,3.0,6.0,6.0,8.0,10.0,1.0,2.0,0.0,0.0
