Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
24/09/17,St Etienne,Rennes,2.0,2.0,D,9.0,9.0,4.0,4.0,9.0,5.0,11.0,14.0,3.0,3.0,1.0,0.0
24/09/17,Strasbourg,Nantes,1.0,2.0,A,21.0,12.0,6.0,5.0,12.0,3.0,7.0,5.0,1.0,1.0,0.0,0.0
29/09/17,Monaco,Montpellier,1.0,1.0,D,8.0,15.0,1.0,3.0,3.0,4.0,19.0,12.0,3.0,1.0,0.0,0.0
30/09/17,Dijon,Strasbourg,1.0,1.0,D,13.0,7.0,6.0,1.0,7.0,4.0,10.0,17.0,0.0,2.0,1.0,0.0
30/09/17,Guingamp,Toulouse,1.0,1.0,D,6.0,11.0,4.0,2.0,6.0,4.0,17.0,18.0,1.0,2.0,0.0,0.0
30/09/17,Nantes,Metz,1.0,0.0,H,15.0,9.0,6.0,1.0,4.0,4.0,14.0,9.0,2.0,4.0,0.0,1.0
30/09/17,Paris SG,Bordeaux,6.0,2.0,H,11.0,17.0,9.0,6.0,1.0,5.0,10.0,18.0,1.0,2.0,0.0,0.0
30/09/17,Rennes,Caen,0.0,1.0,A,9.0,10.0,2.0,3.0,8.0,3.0,14.0,25.0,4.0,1.0,0.0,0.0
01/10/17,Angers,Lyon,3.0,3.0,D,15.0,13.0,4.0,6.0,9.0,4.0,12.0,14.0,2.0,3.0,0.0,1.0
01/10/17,Nice,Marseille,2.0,4.0,A,19.0,17.0,10.0,9.0,9.0,5.0,14.0,16.0,2.0,3.0,0.0,1.0
01/10/17,Troyes,St Etienne,2.0,1.0,H,11.0,14.0,7.0,4.0,5.0,8.0,7.0,17.0,3.0,1.0,1.0,1.0
13/10/17,Lyon,Monaco,3.0,2.0,H,22.0,14.0,7.0,7.0,7.0,5.0,9.0,15.0,4.0,1.0,0.0,0.0
14/10/17,Caen,Angers,0.0,2.0,A,22.0,12.0,5.0,4.0,4.0,4.0,12.0,18.0,1.0,4.0,0.0,0.0
14/10/17,Dijon,Paris SG,1.0,2.0,A,15.0,18.0,5.0,8.0,5.0,9.0,10.0,13.0,3.0,4.0,0.0,0.0
14/10/17,Guingamp,Rennes,2.0,0.0,H,16.0,11.0,9.0,0.0,6.0,5.0,19.0,15.0,3.0,6.0,0.0,1.0
14/10/17,Lille,Troyes,2.0,2.0,D,16.0,10.0,6.0,2.0,3.0,1.0,16.0,12.0,1.0,2.0,1.0,0.0
14/10/17,St Etienne,Metz,3.0,1.0,H,20.0,10.0,5.0,2.0,12.0,5.0,10.0,16.0,2.0,1.0,0.0,0.0
14/10/17,Toulouse,Amiens,1.0,0.0,H,16.0,7.0,6.0,2.0,3.0,0.0,14.0,21.0,1.0,5.0,0.0,1.0
15/10/17,Bordeaux,Nantes,1.0,1.0,D,18.0,14.0,3.0,4.0,6.0,2.0,13.0,15.0,3.0,2.0,0.0,0.0
15/10/17,Montpellier,Nice,2.0,0.0,H,14.0,15.0,4.0,8.0,4.0,7.0,14.0,15.0,3.0,1.0,0.0,0.0
15/10/17,Strasbourg,Marseille,3.0,3.0,D,19.0,20.0,9.0,7.0,4.0,4.0,14.0,9.0,3.0,3.0,0.0,0.0
20/10/17,St Etienne,Montpellier,0.0,1.0,A,21.0,15.0,4.0,4.0,6.0,2.0,25.0,17.0,2.0,3.0,0.0,0.0
21/10/17,Amiens,Bordeaux,1.0,0.0,H,13.0,14.0,4.0,4.0,4.0,3.0,12.0,13.0,3.0,1.0,0.0,0.0
21/10/17,Angers,Toulouse,0.0,1.0,A,14.0,3.0,4.0,1.0,4.0,2.0,11.0,16.0,2.0,4.0,0.0,0.0
21/10/17,Metz,Dijon,1.0,2.0,A,15.0,8.0,5.0,6.0,2.0,5.0,11.0,15.0,1.0,2.0,1.0,0.0
21/10/17,Monaco,Caen,2.0,0.0,H,15.0,8.0,6.0,1.0,7.0,7.0,12.0,17.0,3.0,2.0,0.0,0.0
21/10/17,Nantes,Guingamp,2.0,1.0,H,9.0,10.0,3.0,4.0,3.0,6.0,13.0,12.0,3.0,1.0,0.0,0.0
21/10/17,Rennes,Lille,1.0,0.0,H,9.0,7.0,6.0,1.0,2.0,6.0,13.0,17.0,1.0,2.0,0.0,1.0
22/10/17,Marseille,Paris SG,2.0,2.0,D,11.0,7.0,3.0,3.0,3.0,4.0,18.0,14.0,4.0,3.0,0.0,1.0
22/10/17,Nice,Strasbourg,1.0,2.0,A,14.0,15.0,9.0,6.0,9.0,1.0,5.0,5.0,0.0,1.0,0.0,1.0
22/10/17,Troyes,Lyon,0.0,5.0,A,9.0,14.0,3.0,10.0,4.0,3.0,12.0,13.0,2.0,2.0,1.0,0.0
27/10/17,Paris SG,Nice,3.0,0.0,H,16.0,8.0,8.0,1.0,8.0,2.0,10.0,9.0,0.0,0.0,0.0,0.0
28/10/17,Bordeaux,Monaco,0.0,2.0,A,12.0,12.0,4.0,5.0,6.0,2.0,22.0,12.0,2.0,0.0,0.0,0.0
28/10/17,Caen,Troyes,1.0,0.0,H,16.0,8.0,3.0,3.0,6.0,6.0,12.0,13.0,1.0,3.0,0.0,0.0
28/10/17,Dijon,Nantes,1.0,0.0,H,6.0,10.0,1.0,0.0,1.0,5.0,15.0,19.0,3.0,2.0,0.0,0.0
28/10/17,Guingamp,Amiens,1.0,1.0,D,12.0,7.0,4.0,2.0,5.0,5.0,16.0,20.0,1.0,5.0,0.0,1.0
28/10/17,Montpellier,Rennes,0.0,1.0,A,9.0,7.0,4.0,2.0,4.0,1.0,15.0,17.0,4.0,2.0,0.0,0.0
28/10/17,Strasbourg,Angers,2.0,2.0,D,14.0,5.0,6.0,2.0,4.0,2.0,10.0,12.0,3.0,2.0,0.0,0.0
29/10/17,Lille,Marseille,0.0,1.0,A,18.0,10.0,7.0,3.0,11.0,4.0,18.0,17.0,2.0,3.0,0.0,0.0
29/10/17,Lyon,Metz,2.0,0.0,H,12.0,7.0,4.0,4.0,3.0,2.0,13.0,17.0,0.0,3.0,0.0,0.0
29/10/17,Toulouse,St Etienne,0.0,0.0,D,11.0,4.0,4.0,2.0,7.0,1.0,16.0,19.0,2.0,3.0,0.0,0.0
03/11/17,Rennes,Bordeaux,1.0,0.0,H,6.0,6.0,2.0,0.0,8.0,0.0,14.0,26.0,2.0,5.0,0.0,0.0
04/11/17,Angers,Paris SG,0.0,5.0,A,9.0,15.0,3.0,7.0,2.0,4.0,8.0,13.0,1.0,3.0,0.0,0.0
04/11/17,Monaco,Guingamp,6.0,0.0,H,18.0,12.0,9.0,3.0,4.0,1.0,17.0,9.0,1.0,1.0,0.0,0.0
04/11/17,Montpellier,Amiens,1.0,1.0,D,10.0,12.0,3.0,1.0,3.0,2.0,11.0,12.0,2.0,1.0,0.0,0.0
04/11/17,Nantes,Toulouse,2.0,1.0,H,11.0,10.0,6.0,3.0,9.0,4.0,20.0,16.0,2.0,4.0,0.0,0.0
04/11/17,Troyes,Strasbourg,3.0,0.0,H,13.0,10.0,6.0,2.0,4.0,1.0,18.0,8.0,3.0,1.0,0.0,1.0
05/11/17,Marseille,Caen,5.0,0.0,H,28.0,11.0,11.0,3.0,13.0,6.0,5.0,9.0,0.0,0.0,0.0,0.0
05/11/17,Metz,Lille,0.0,3.0,A,19.0,14.0,5.0,7.0,9.0,0.0,13.0,19.0,3.0,2.0,0.0,0.0
05/11/17,Nice,Dijon,1.0,0.0,H,11.0,13.0,4.0,4.0,6.0,4.0,14.0,9.0,1.0,1.0,1.0,0.0
05/11/17,St Etienne,Lyon,0.0,5.0,A,13.0,13.0,2.0,10.0,5.0,1.0,22.0,17.0,1.0,2.0,1.0,0.0
17/11/17,Amiens,Monaco,1.0,1.0,D,10.0,15.0,2.0,4.0,4.0,4.0,15.0,15.0,2.0,3.0,0.0,0.0
17/11/17,Lille,St Etienne,3.0,1.0,H,12.0,8.0,5.0,3.0,8.0,10.0,10.0,16.0,2.0,3.0,0.0,0.0
18/11/17,Dijon,Troyes,3.0,1.0,H,15.0,11.0,8.0,4.0,4.0,4.0,13.0,12.0,1.0,1.0,0.0,0.0
18/11/17,Guingamp,Angers,1.0,1.0,D,9.0,10.0,2.0,2.0,1.0,7.0,15.0,18.0,4.0,4.0,1.0,0.0
18/11/17,Paris SG,Nantes,4.0,1.0,H,23.0,8.0,10.0,1.0,9.0,2.0,9.0,17.0,2.0,3.0,0.0,0.0
18/11/17,Strasbourg,Rennes,2.0,1.0,H,11.0,13.0,5.0,4.0,6.0,7.0,18.0,8.0,1.0,0.0,0.0,1.0
18/11/17,Toulouse,Metz,0.0,0.0,D,21.0,12.0,3.0,5.0,9.0,4.0,16.0,11.0,2.0,3.0,0.0,1.0
19/11/17,Bordeaux,Marseille,1.0,1.0,D,9.0,14.0,3.0,3.0,3.0,6.0,16.0,14.0,4.0,2.0,0.0,0.0
19/11/17,Caen,Nice,1.0,1.0,D,18.0,12.0,4.0,7.0,12.0,3.0,10.0,11.0,2.0,3.0,0.0,0.0
19/11/17,Lyon,Montpellier,0.0,0.0,D,15.0,15.0,3.0,2.0,9.0,6.0,11.0,9.0,2.0,1.0,0.0,0.0
20/11/17,Amiens,Lille,3.0,0.0,H,8.0,12.0,4.0,1.0,4.0,6.0,12.0,10.0,3.0,2.0,0.0,0.0
24/11/17,St Etienne,Strasbourg,2.0,2.0,D,12.0,10.0,6.0,4.0,7.0,4.0,14.0,10.0,4.0,2.0,0.0,0.0
25/11/17,Caen,Bordeaux,1.0,0.0,H,12.0,10.0,2.0,2.0,4.0,8.0,13.0,14.0,2.0,3.0,0.0,0.0
25/11/17,Dijon,Toulouse,3.0,1.0,H,13.0,12.0,5.0,4.0,6.0,2.0,11.0,16.0,3.0,2.0,0.0,0.0
25/11/17,Metz,Amiens,0.0,2.0,A,21.0,11.0,6.0,2.0,8.0,1.0,17.0,8.0,1.0,0.0,0.0,0.0
25/11/17,Montpellier,Lille,3.0,0.0,H,18.0,10.0,6.0,4.0,6.0,7.0,13.0,14.0,1.0,6.0,0.0,0.0
25/11/17,Rennes,Nantes,2.0,1.0,H,15.0,10.0,5.0,1.0,8.0,2.0,17.0,14.0,3.0,6.0,0.0,1.0
25/11/17,Troyes,Angers,3.0,0.0,H,9.0,7.0,3.0,3.0,4.0,3.0,15.0,15.0,2.0,4.0,0.0,0.0
26/11/17,Marseille,Guingamp,1.0,0.0,H,21.0,4.0,7.0,1.0,6.0,2.0,11.0,13.0,2.0,2.0,0.0,0.0
26/11/17,Monaco,Paris SG,1.0,2.0,A,8.0,18.0,2.0,5.0,1.0,4.0,17.0,13.0,3.0,4.0,0.0,0.0
26/11/17,Nice,Lyon,0.0,5.0,A,10.0,11.0,3.0,7.0,2.0,2.0,19.0,13.0,5.0,3.0,1.0,0.0
28/11/17,Amiens,Dijon,2.0,1.0,H,8.0,16.0,5.0,6.0,3.0,6.0,5.0,14.0,0.0,3.0,0.0,0.0
28/11/17,Bordeaux,St Etienne,3.0,0.0,H,12.0,11.0,6.0,5.0,2.0,6.0,12.0,19.0,1.0,2.0,0.0,0.0
28/11/17,Strasbourg,Caen,0.0,0.0,D,6.0,15.0,3.0,1.0,2.0,3.0,13.0,13.0,1.0,2.0,0.0,0.0
29/11/17,Angers,Rennes,1.0,2.0,A,10.0,8.0,4.0,3.0,7.0,4.0,9.0,11.0,0.0,1.0,0.0,0.0
29/11/17,Guingamp,Montpellier,0.0,0.0,D,10.0,6.0,1.0,4.0,8.0,3.0,15.0,21.0,1.0,3.0,0.0,0.0
29/11/17,Lyon,Lille,1.0,2.0,A,21.0,7.0,5.0,3.0,4.0,2.0,8.0,13.0,0.0,1.0,0.0,0.0
29/11/17,Metz,Marseille,0.0,3.0,A,9.0,21.0,4.0,8.0,0.0,9.0,13.0,8.0,1.0,0.0,0.0,0.0
29/11/17,Nantes,Monaco,1.0,0.0,H,16.0,9.0,5.0,1.0,11.0,5.0,9.0,12.0,0.0,0.0,0.0,0.0
29/11/17,Paris SG,Troyes,2.0,0.0,H,19.0,6.0,6.0,3.0,11.0,1.0,14.0,16.0,0.0,1.0,0.0,0.0
29/11/17,Toulouse,Nice,1.0,2.0,A,14.0,8.0,3.0,4.0,6.0,4.0,16.0,12.0,3.0,4.0,1.0,1.0
01/12/17,Dijon,Bordeaux,3.0,2.0,H,17.0,14.0,5.0,6.0,6.0,4.0,15.0,14.0,2.0,2.0,0.0,0.0
02/12/17,Lille,Toulouse,1.0,0.0,H,10.0,10.0,3.0,3.0,3.0,6.0,17.0,18.0,2.0,3.0,0.0,0.0
02/12/17,Monaco,Angers,1.0,0.0,H,5.0,8.0,3.0,3.0,5.0,3.0,13.0,19.0,3.0,3.0,0.0,0.0
02/12/17,Nice,Metz,3.0,1.0,H,15.0,13.0,7.0,5.0,1.0,5.0,10.0,17.0,0.0,2.0,0.0,0.0
02/12/17,Rennes,Amiens,2.0,0.0,H,25.0,6.0,5.0,2.0,16.0,0.0,10.0,7.0,1.0,5.0,0.0,0.0
02/12/17,Strasbourg,Paris SG,2.0,1.0,H,5.0,29.0,2.0,5.0,0.0,13.0,20.0,5.0,4.0,3.0,0.0,0.0
02/12/17,Troyes,Guingamp,0.0,1.0,A,14.0,11.0,3.0,5.0,5.0,3.0,13.0,9.0,2.0,2.0,1.0,1.0
03/12/17,Caen,Lyon,1.0,2.0,A,19.0,11.0,4.0,4.0,9.0,4.0,18.0,15.0,1.0,3.0,0.0,0.0
03/12/17,Montpellier,Marseille,1.0,1.0,D,13.0,6.0,4.0,2.0,1.0,3.0,9.0,23.0,4.0,2.0,0.0,0.0
03/12/17,St Etienne,Nantes,1.0,1.0,D,13.0,22.0,4.0,6.0,5.0,9.0,18.0,10.0,4.0,1.0,0.0,0.0
08/12/17,Bordeaux,Strasbourg,0.0,3.0,A,12.0,10.0,2.0,4.0,10.0,5.0,14.0,10.0,3.0,1.0,0.0,0.0
09/12/17,Angers,Montpellier,1.0,1.0,D,13.0,10.0,4.0,6.0,5.0,4.0,15.0,10.0,3.0,2.0,0.0,0.0
09/12/17,Guingamp,Dijon,4.0,0.0,H,17.0,8.0,9.0,1.0,18.0,2.0,5.0,7.0,0.0,0.0,0.0,1.0
09/12/17,Metz,Rennes,1.0,1.0,D,13.0,5.0,6.0,4.0,5.0,6.0,14.0,11.0,3.0,3.0,0.0,0.0
09/12/17,Monaco,Troyes,3.0,2.0,H,19.0,5.0,6.0,3.0,16.0,1.0,14.0,22.0,4.0,5.0,0.0,0.0
09/12/17,Paris SG,Lille,3.0,1.0,H,14.0,7.0,5.0,2.0,5.0,4.0,14.0,19.0,2.0,2.0,0.0,0.0
09/12/17,Toulouse,Caen,2.0,0.0,H,10.0,11.0,3.0,3.0,4.0,5.0,15.0,10.0,1.0,2.0,0.0,0.0
10/12/17,Amiens,Lyon,1.0,2.0,A,14.0,12.0,6.0,3.0,2.0,2.0,11.0,15.0,1.0,2.0,0.0,0.0
10/12/17,Marseille,St Etienne,3.0,0.0,H,18.0,5.0,7.0,1.0,7.0,2.0,13.0,10.0,1.0,2.0,0.0,1.0
10/12/17,Nantes,Nice,1.0,2.0,A,22.0,12.0,4.0,5.0,5.0,3.0,13.0,12.0,1.0,4.0,0.0,0.0
15/12/17,St Etienne,Monaco,0.0,4.0,A,5.0,22.0,3.0,9.0,4.0,4.0,11.0,11.0,1.0,0.0,1.0,0.0
16/12/17,Caen,Guingamp,0.0,0.0,D,11.0,8.0,2.0,5.0,5.0,4.0,20.0,13.0,2.0,4.0,0.0,0.0
16/12/17,Dijon,Lille,3.0,0.0,H,13.0,9.0,8.0,5.0,3.0,4.0,14.0,9.0,1.0,1.0,0.0,0.0
16/12/17,Montpellier,Metz,1.0,3.0,A,9.0,6.0,3.0,4.0,3.0,2.0,10.0,21.0,1.0,2.0,0.0,0.0
16/12/17,Rennes,Paris SG,1.0,4.0,A,14.0,21.0,2.0,10.0,4.0,11.0,16.0,10.0,4.0,3.0,1.0,1.0
16/12/17,Strasbourg,Toulouse,2.0,1.0,H,9.0,11.0,5.0,3.0,5.0,5.0,17.0,15.0,2.0,4.0,0.0,0.0
16/12/17,Troyes,Amiens,1.0,0.0,H,19.0,11.0,7.0,3.0,9.0,0.0,18.0,14.0,4.0,2.0,0.0,0.0
17/12/17,Lyon,Marseille,2.0,0.0,H,8.0,19.0,5.0,5.0,5.0,10.0,10.0,19.0,0.0,2.0,0.0,0.0
17/12/17,Nantes,Angers,1.0,0.0,H,10.0,7.0,4.0,0.0,3.0,6.0,9.0,15.0,3.0,2.0,1.0,0.0
17/12/17,Nice,Bordeaux,1.0,0.0,H,11.0,10.0,3.0,1.0,2.0,4.0,10.0,15.0,1.0,2.0,0.0,0.0
20/12/17,Amiens,Nantes,0.0,1.0,A,12.0,14.0,5.0,5.0,5.0,2.0,17.0,13.0,3.0,2.0,0.0,0.0
20/12/17,Angers,Dijon,2.0,1.0,H,24.0,16.0,11.0,3.0,7.0,3.0,16.0,18.0,3.0,4.0,0.0,1.0
20/12/17,Bordeaux,Montpellier,0.0,2.0,A,8.0,14.0,1.0,6.0,4.0,2.0,14.0,13.0,3.0,3.0,0.0,0.0
20/12/17,Guingamp,St Etienne,2.0,1.0,H,27.0,3.0,6.0,3.0,10.0,0.0,13.0,13.0,3.0,2.0,0.0,1.0
20/12/17,Lille,Nice,1.0,1.0,D,5.0,8.0,1.0,3.0,3.0,4.0,18.0,11.0,2.0,4.0,0.0,0.0
20/12/17,Marseille,Troyes,3.0,1.0,H,20.0,8.0,8.0,3.0,8.0,2.0,11.0,13.0,1.0,0.0,0.0,0.0
20/12/17,Metz,Strasbourg,3.0,0.0,H,26.0,7.0,9.0,2.0,10.0,8.0,17.0,13.0,4.0,1.0,0.0,0.0
20/12/17,Monaco,Rennes,2.0,1.0,H,14.0,8.0,4.0,2.0,8.0,1.0,21.0,19.0,3.0,2.0,0.0,0.0
20/12/17,Paris SG,Caen,3.0,1.0,H,21.0,9.0,7.0,4.0,5.0,6.0,7.0,12.0,2.0,2.0,0.0,0.0
20/12/17,Toulouse,Lyon,1.0,2.0,A,17.0,14.0,5.0,10.0,8.0,4.0,16.0,11.0,3.0,2.0,0.0,0.0
12/01/18,Strasbourg,Guingamp,0.0,2.0,A,14.0,10.0,3.0,5.0,7.0,7.0,14.0,14.0,1.0,2.0,0.0,0.0
13/01/18,Caen,Lille,0.0,1.0,A,15.0,12.0,7.0,5.0,5.0,3.0,15.0,11.0,3.0,3.0,1.0,1.0
13/01/18,Dijon,Metz,1.0,1.0,D,12.0,12.0,7.0,6.0,6.0,7.0,10.0,15.0,2.0,2.0,1.0,0.0
13/01/18,Montpellier,Monaco,0.0,0.0,D,16.0,13.0,4.0,6.0,10.0,6.0,15.0,10.0,5.0,1.0,0.0,0.0
13/01/18,Nice,Amiens,1.0,0.0,H,20.0,9.0,7.0,3.0,7.0,1.0,10.0,13.0,1.0,0.0,0.0,0.0
13/01/18,Rennes,Marseille,0.0,3.0,A,13.0,18.0,3.0,5.0,3.0,2.0,8.0,18.0,1.0,2.0,0.0,0.0
13/01/18,Troyes,Bordeaux,0.0,1.0,A,8.0,10.0,3.0,4.0,2.0,2.0,15.0,13.0,4.0,0.0,0.0,0.0
14/01/18,Lyon,Angers,1.0,1.0,D,19.0,9.0,7.0,2.0,12.0,1.0,11.0,18.0,2.0,4.0,0.0,1.0
14/01/18,Nantes,Paris SG,0.0,1.0,A,13.0,20.0,3.0,3.0,2.0,5.0,17.0,11.0,3.0,2.0,1.0,0.0
14/01/18,St Etienne,Toulouse,2.0,0.0,H,11.0,19.0,5.0,8.0,4.0,10.0,14.0,22.0,1.0,3.0,0.0,0.0
16/01/18,Bordeaux,Caen,0.0,2.0,A,13.0,10.0,5.0,3.0,7.0,2.0,13.0,12.0,3.0,5.0,1.0,0.0
16/01/18,Marseille,Strasbourg,2.0,0.0,H,15.0,4.0,7.0,2.0,7.0,4.0,6.0,15.0,2.0,3.0,0.0,0.0
16/01/18,Monaco,Nice,2.0,2.0,D,6.0,9.0,3.0,5.0,6.0,3.0,10.0,12.0,4.0,4.0,0.0,0.0
17/01/18,Amiens,Montpellier,1.0,1.0,D,13.0,16.0,3.0,5.0,2.0,3.0,10.0,6.0,2.0,1.0,0.0,0.0
17/01/18,Angers,Troyes,3.0,1.0,H,12.0,8.0,5.0,2.0,8.0,2.0,15.0,17.0,0.0,5.0,0.0,0.0
17/01/18,Guingamp,Lyon,0.0,2.0,A,8.0,21.0,3.0,13.0,3.0,11.0,20.0,16.0,2.0,2.0,0.0,0.0
17/01/18,Lille,Rennes,1.0,2.0,A,11.0,22.0,3.0,12.0,2.0,9.0,15.0,4.0,1.0,0.0,0.0,0.0
17/01/18,Metz,St Etienne,3.0,0.0,H,19.0,7.0,12.0,4.0,6.0,3.0,14.0,11.0,1.0,4.0,0.0,1.0
17/01/18,Paris SG,Dijon,8.0,0.0,H,23.0,6.0,14.0,1.0,9.0,4.0,8.0,16.0,0.0,1.0,0.0,0.0
17/01/18,Toulouse,Nantes,1.0,1.0,D,15.0,11.0,3.0,2.0,3.0,2.0,17.0,16.0,2.0,4.0,0.0,0.0
19/01/18,Caen,Marseille,0.0,2.0,A,5.0,12.0,2.0,4.0,1.0,4.0,18.0,15.0,2.0,3.0,0.0,0.0
20/01/18,Amiens,Guingamp,3.0,1.0,H,13.0,6.0,6.0,1.0,7.0,3.0,9.0,11.0,0.0,2.0,0.0,0.0
20/01/18,Montpellier,Toulouse,2.0,1.0,H,22.0,9.0,5.0,3.0,5.0,4.0,18.0,13.0,1.0,4.0,0.0,1.0
20/01/18,Nantes,Bordeaux,0.0,1.0,A,14.0,9.0,4.0,3.0,3.0,5.0,19.0,11.0,1.0,2.0,0.0,0.0
20/01/18,Rennes,Angers,1.0,0.0,H,9.0,9.0,2.0,3.0,5.0,4.0,13.0,17.0,3.0,5.0,0.0,1.0
20/01/18,Strasbourg,Dijon,3.0,2.0,H,16.0,12.0,9.0,5.0,5.0,1.0,17.0,22.0,1.0,1.0,0.0,0.0
20/01/18,Troyes,Lille,1.0,0.0,H,7.0,9.0,2.0,1.0,5.0,6.0,13.0,10.0,0.0,2.0,0.0,0.0
21/01/18,Lyon,Paris SG,2.0,1.0,H,11.0,11.0,6.0,3.0,3.0,7.0,16.0,11.0,2.0,3.0,0.0,1.0
21/01/18,Monaco,Metz,3.0,1.0,H,13.0,3.0,6.0,2.0,6.0,3.0,11.0,15.0,1.0,1.0,0.0,1.0
21/01/18,Nice,St Etienne,1.0,0.0,H,7.0,9.0,2.0,2.0,4.0,4.0,15.0,23.0,3.0,1.0,0.0,0.0
26/01/18,Dijon,Rennes,2.0,1.0,H,14.0,13.0,4.0,4.0,3.0,5.0,10.0,17.0,3.0,2.0,0.0,0.0
27/01/18,Angers,Amiens,1.0,0.0,H,16.0,3.0,7.0,0.0,5.0,4.0,14.0,19.0,1.0,3.0,0.0,0.0
27/01/18,Guingamp,Nantes,0.0,3.0,A,6.0,13.0,0.0,5.0,3.0,9.0,9.0,17.0,2.0,3.0,0.0,0.0
27/01/18,Metz,Nice,2.0,1.0,H,15.0,13.0,5.0,5.0,4.0,2.0,26.0,19.0,4.0,5.0,0.0,1.0
27/01/18,Paris SG,Montpellier,4.0,0.0,H,11.0,16.0,7.0,3.0,2.0,10.0,16.0,11.0,1.0,2.0,0.0,0.0
27/01/18,St Etienne,Caen,2.0,1.0,H,12.0,14.0,4.0,3.0,3.0,8.0,12.0,17.0,2.0,1.0,0.0,0.0
27/01/18,Toulouse,Troyes,1.0,0.0,H,20.0,1.0,7.0,0.0,6.0,2.0,11.0,15.0,1.0,4.0,0.0,1.0
28/01/18,Bordeaux,Lyon,3.0,1.0,H,9.0,9.0,4.0,4.0,2.0,1.0,17.0,12.0,3.0,3.0,1.0,0.0
28/01/18,Lille,Strasbourg,2.0,1.0,H,8.0,11.0,5.0,2.0,6.0,2.0,5.0,11.0,1.0,1.0,0.0,0.0
28/01/18,Marseille,Monaco,2.0,2.0,D,17.0,9.0,6.0,3.0,5.0,7.0,20.0,15.0,3.0,2.0,0.0,0.0
02/02/18,Marseille,Metz,6.0,3.0,H,18.0,18.0,10.0,8.0,3.0,5.0,9.0,17.0,1.0,0.0,0.0,0.0
03/02/18,Amiens,St Etienne,0.0,2.0,A,8.0,16.0,0.0,8.0,3.0,4.0,10.0,16.0,2.0,1.0,0.0,0.0
03/02/18,Lille,Paris SG,0.0,3.0,A,10.0,19.0,3.0,9.0,3.0,9.0,11.0,4.0,1.0,1.0,0.0,0.0
03/02/18,Montpellier,Angers,2.0,1.0,H,8.0,8.0,3.0,2.0,5.0,1.0,10.0,10.0,0.0,2.0,0.0,0.0
03/02/18,Nice,Toulouse,0.0,1.0,A,14.0,6.0,2.0,1.0,11.0,1.0,14.0,13.0,2.0,2.0,0.0,0.0
03/02/18,Strasbourg,Bordeaux,0.0,2.0,A,9.0,7.0,0.0,4.0,7.0,2.0,13.0,15.0,1.0,4.0,0.0,0.0
04/02/18,Caen,Nantes,3.0,2.0,H,16.0,14.0,7.0,4.0,6.0,4.0,11.0,9.0,1.0,2.0,0.0,0.0
04/02/18,Monaco,Lyon,3.0,2.0,H,12.0,13.0,7.0,4.0,3.0,7.0,18.0,15.0,3.0,3.0,1.0,0.0
04/02/18,Rennes,Guingamp,0.0,1.0,A,13.0,11.0,5.0,4.0,4.0,4.0,20.0,12.0,2.0,4.0,0.0,0.0
09/02/18,St Etienne,Marseille,2.0,2.0,D,7.0,12.0,3.0,4.0,2.0,7.0,12.0,12.0,0.0,0.0,0.0,0.0
10/02/18,Angers,Monaco,0.0,4.0,A,11.0,10.0,1.0,6.0,4.0,3.0,11.0,6.0,1.0,0.0,0.0,0.0
10/02/18,Bordeaux,Amiens,3.0,2.0,H,14.0,19.0,4.0,6.0,7.0,11.0,11.0,13.0,0.0,1.0,0.0,0.0
10/02/18,Dijon,Nice,3.0,2.0,H,11.0,14.0,3.0,5.0,4.0,8.0,14.0,14.0,2.0,3.0,0.0,0.0
10/02/18,Guingamp,Caen,0.0,0.0,D,6.0,12.0,1.0,2.0,1.0,7.0,12.0,17.0,1.0,2.0,0.0,0.0
10/02/18,Metz,Montpellier,0.0,1.0,A,12.0,16.0,5.0,8.0,11.0,6.0,15.0,11.0,2.0,1.0,0.0,0.0
10/02/18,Toulouse,Paris SG,0.0,1.0,A,3.0,21.0,1.0,6.0,0.0,10.0,20.0,13.0,4.0,2.0,0.0,0.0
11/02/18,Lyon,Rennes,0.0,2.0,A,19.0,6.0,6.0,3.0,10.0,1.0,16.0,8.0,2.0,1.0,0.0,0.0
11/02/18,Nantes,Lille,2.0,2.0,D,20.0,7.0,6.0,4.0,5.0,7.0,9.0,11.0,0.0,1.0,0.0,0.0
11/02/18,Strasbourg,Troyes,2.0,1.0,H,12.0,12.0,2.0,4.0,4.0,6.0,9.0,14.0,2.0,2.0,0.0,0.0
16/02/18,Monaco,Dijon,4.0,0.0,H,14.0,7.0,5.0,4.0,5.0,5.0,11.0,13.0,2.0,1.0,0.0,0.0
17/02/18,Amiens,Toulouse,0.0,0.0,D,6.0,12.0,1.0,5.0,2.0,6.0,11.0,15.0,1.0,0.0,1.0,0.0
17/02/18,Angers,St Etienne,0.0,1.0,A,19.0,10.0,4.0,3.0,10.0,5.0,14.0,14.0,1.0,2.0,0.0,0.0
17/02/18,Caen,Rennes,2.0,2.0,D,18.0,11.0,6.0,5.0,12.0,11.0,4.0,8.0,2.0,0.0,0.0,0.0
17/02/18,Montpellier,Guingamp,1.0,1.0,D,19.0,4.0,5.0,1.0,4.0,2.0,8.0,15.0,1.0,1.0,0.0,0.0
17/02/18,Paris SG,Strasbourg,5.0,2.0,H,20.0,12.0,11.0,2.0,4.0,6.0,9.0,15.0,2.0,3.0,0.0,0.0
